,store,store_type,assortment,date,dataset,sales,predictions,error,error_rate
12613,815,a,basic,2015-09-03,forecast,,6767.3335,,
12614,816,c,extended,2015-09-03,forecast,,4899.9146,,
12615,818,d,basic,2015-09-03,forecast,,6723.904,,
12616,819,a,extended,2015-09-03,forecast,,6190.1313,,
12617,820,a,extended,2015-09-03,forecast,,11688.926,,
12618,822,a,extended,2015-09-03,forecast,,8399.512,,
12619,823,a,extended,2015-09-03,forecast,,6566.1357,,
12620,824,a,basic,2015-09-03,forecast,,7144.7383,,
12621,825,a,basic,2015-09-03,forecast,,4979.348,,
12622,826,a,extended,2015-09-03,forecast,,9870.139,,
12623,829,c,basic,2015-09-03,forecast,,6048.969,,
12624,831,a,basic,2015-09-03,forecast,,14572.83,,
12625,832,d,basic,2015-09-03,forecast,,6458.2573,,
12626,833,d,extended,2015-09-03,forecast,,6026.2505,,
12627,835,a,basic,2015-09-03,forecast,,5913.1353,,
12628,837,a,extended,2015-09-03,forecast,,4489.6978,,
12629,840,a,basic,2015-09-03,forecast,,7695.182,,
12630,842,d,extended,2015-09-03,forecast,,19243.557,,
12631,844,a,basic,2015-09-03,forecast,,4960.088,,
12632,845,d,basic,2015-09-03,forecast,,5194.6562,,
12633,846,a,extended,2015-09-03,forecast,,10826.118,,
12634,847,c,extended,2015-09-03,forecast,,6716.289,,
12635,848,a,extended,2015-09-03,forecast,,7560.6978,,
12636,849,c,extended,2015-09-03,forecast,,7841.1177,,
12637,850,d,basic,2015-09-03,forecast,,6959.4976,,
12638,851,d,extended,2015-09-03,forecast,,5384.21,,
12639,852,c,basic,2015-09-03,forecast,,5135.379,,
12640,853,a,basic,2015-09-03,forecast,,9243.583,,
12641,855,a,basic,2015-09-03,forecast,,6266.379,,
12642,856,a,basic,2015-09-03,forecast,,7250.321,,
12643,857,c,basic,2015-09-03,forecast,,7947.516,,
12644,858,a,basic,2015-09-03,forecast,,4981.201,,
12645,859,c,basic,2015-09-03,forecast,,8115.6343,,
12646,860,c,extended,2015-09-03,forecast,,6461.671,,
12647,861,c,extended,2015-09-03,forecast,,4034.6367,,
12648,862,a,extended,2015-09-03,forecast,,8900.95,,
12649,863,a,extended,2015-09-03,forecast,,8534.747,,
12650,864,a,basic,2015-09-03,forecast,,5048.1475,,
12651,865,d,extended,2015-09-03,forecast,,7328.307,,
12652,866,d,basic,2015-09-03,forecast,,6940.777,,
12653,867,d,extended,2015-09-03,forecast,,4778.9214,,
12654,868,d,extended,2015-09-03,forecast,,10819.78,,
12655,871,d,extended,2015-09-03,forecast,,5867.4805,,
12656,872,a,extended,2015-09-03,forecast,,8928.822,,
12657,874,a,basic,2015-09-03,forecast,,4475.57,,
12658,875,d,basic,2015-09-03,forecast,,5638.735,,
12659,877,a,extended,2015-09-03,forecast,,6223.4146,,
12660,879,d,basic,2015-09-03,forecast,,4385.637,,
12661,880,a,extended,2015-09-03,forecast,,7399.231,,
12662,881,a,basic,2015-09-03,forecast,,4713.319,,
12663,882,a,basic,2015-09-03,forecast,,6602.379,,
12664,883,a,basic,2015-09-03,forecast,,5162.8047,,
12665,884,d,extended,2015-09-03,forecast,,5606.2407,,
12666,885,a,basic,2015-09-03,forecast,,6718.5894,,
12667,886,a,extended,2015-09-03,forecast,,7337.176,,
12668,887,d,basic,2015-09-03,forecast,,7398.758,,
12669,888,d,basic,2015-09-03,forecast,,8883.029,,
12670,890,a,basic,2015-09-03,forecast,,5918.874,,
12671,891,a,extended,2015-09-03,forecast,,7712.9795,,
12672,893,a,basic,2015-09-03,forecast,,7040.2163,,
12673,894,a,basic,2015-09-03,forecast,,9172.752,,
12674,895,a,extended,2015-09-03,forecast,,9143.892,,
12675,896,a,extended,2015-09-03,forecast,,6956.823,,
12676,897,c,extended,2015-09-03,forecast,,3962.692,,
12677,900,a,basic,2015-09-03,forecast,,6141.729,,
12678,901,a,extended,2015-09-03,forecast,,7614.3594,,
12679,902,a,basic,2015-09-03,forecast,,4760.2456,,
12680,903,d,extended,2015-09-03,forecast,,12090.316,,
12681,904,d,extended,2015-09-03,forecast,,6479.693,,
12682,905,a,basic,2015-09-03,forecast,,7869.874,,
12683,906,a,basic,2015-09-03,forecast,,11580.567,,
12684,907,a,extended,2015-09-03,forecast,,6271.0366,,
12685,908,a,basic,2015-09-03,forecast,,5010.871,,
12686,909,a,extended,2015-09-03,forecast,,11225.064,,
12687,911,a,extended,2015-09-03,forecast,,9993.882,,
12688,912,c,extended,2015-09-03,forecast,,5961.9766,,
12689,913,a,basic,2015-09-03,forecast,,9087.674,,
12690,914,c,extended,2015-09-03,forecast,,10508.075,,
12691,915,d,extended,2015-09-03,forecast,,6139.105,,
12692,916,a,basic,2015-09-03,forecast,,5776.9717,,
12693,917,a,basic,2015-09-03,forecast,,7459.3486,,
12694,919,a,basic,2015-09-03,forecast,,5832.4385,,
12695,920,a,basic,2015-09-03,forecast,,6144.3833,,
12696,922,d,basic,2015-09-03,forecast,,7598.1523,,
12697,924,a,basic,2015-09-03,forecast,,5649.0117,,
12698,925,c,basic,2015-09-03,forecast,,7627.007,,
12699,926,d,extended,2015-09-03,forecast,,9249.766,,
12700,927,a,basic,2015-09-03,forecast,,6579.4204,,
12701,928,d,extended,2015-09-03,forecast,,8170.14,,
12702,929,a,extended,2015-09-03,forecast,,6073.042,,
12703,930,a,basic,2015-09-03,forecast,,6923.084,,
12704,931,a,extended,2015-09-03,forecast,,4728.2417,,
12705,932,a,basic,2015-09-03,forecast,,8277.828,,
12706,934,a,extended,2015-09-03,forecast,,7095.5156,,
12707,935,a,extended,2015-09-03,forecast,,6382.1465,,
12708,936,a,basic,2015-09-03,forecast,,7218.986,,
12709,937,d,basic,2015-09-03,forecast,,7663.4155,,
12710,938,a,basic,2015-09-03,forecast,,10116.936,,
12711,939,d,basic,2015-09-03,forecast,,5828.6846,,
12712,941,a,basic,2015-09-03,forecast,,5724.418,,
12713,942,d,extended,2015-09-03,forecast,,6212.822,,
12714,943,d,extended,2015-09-03,forecast,,6999.1265,,
12715,944,c,basic,2015-09-03,forecast,,7489.505,,
12716,945,a,extended,2015-09-03,forecast,,4784.605,,
12717,946,a,basic,2015-09-03,forecast,,4950.88,,
12718,947,a,basic,2015-09-03,forecast,,8416.337,,
12719,948,b,extra,2015-09-03,forecast,,6288.323,,
12720,950,a,basic,2015-09-03,forecast,,6138.291,,
12721,951,d,extended,2015-09-03,forecast,,8350.163,,
12722,952,d,extended,2015-09-03,forecast,,6446.6255,,
12723,954,a,basic,2015-09-03,forecast,,8077.4854,,
12724,955,d,extended,2015-09-03,forecast,,5962.187,,
12725,956,a,basic,2015-09-03,forecast,,4017.2131,,
12726,960,d,basic,2015-09-03,forecast,,7155.732,,
12727,961,d,extended,2015-09-03,forecast,,6480.4097,,
12728,962,c,basic,2015-09-03,forecast,,6548.442,,
12729,964,a,basic,2015-09-03,forecast,,10015.695,,
12730,965,a,extended,2015-09-03,forecast,,8878.972,,
12731,966,a,basic,2015-09-03,forecast,,5209.9253,,
12732,967,a,extended,2015-09-03,forecast,,9830.792,,
12733,969,a,extended,2015-09-03,forecast,,4845.183,,
12734,970,a,basic,2015-09-03,forecast,,3663.222,,
12735,973,d,extended,2015-09-03,forecast,,7784.7065,,
12736,974,a,basic,2015-09-03,forecast,,12132.328,,
12737,975,a,extended,2015-09-03,forecast,,8579.228,,
12738,976,a,basic,2015-09-03,forecast,,7003.4336,,
12739,977,a,basic,2015-09-03,forecast,,5238.239,,
12740,980,a,basic,2015-09-03,forecast,,7162.3623,,
12741,983,a,basic,2015-09-03,forecast,,9888.126,,
12742,984,c,basic,2015-09-03,forecast,,6450.07,,
12743,985,c,extended,2015-09-03,forecast,,8890.099,,
12744,986,a,basic,2015-09-03,forecast,,5942.6445,,
12745,988,a,basic,2015-09-03,forecast,,5133.454,,
12746,989,a,basic,2015-09-03,forecast,,5700.46,,
12747,991,a,basic,2015-09-03,forecast,,5425.0703,,
12748,992,a,basic,2015-09-03,forecast,,5944.606,,
12749,994,a,basic,2015-09-03,forecast,,5992.2725,,
12750,997,d,extended,2015-09-03,forecast,,5737.7183,,
12751,998,a,basic,2015-09-03,forecast,,4772.485,,
12752,1000,a,extended,2015-09-03,forecast,,7667.503,,
12753,1003,a,basic,2015-09-03,forecast,,7923.727,,
12754,1004,d,extended,2015-09-03,forecast,,5644.315,,
12755,1005,a,basic,2015-09-03,forecast,,6159.722,,
12756,1007,c,extended,2015-09-03,forecast,,7130.6865,,
12757,1008,a,extended,2015-09-03,forecast,,6166.1177,,
12758,1009,a,basic,2015-09-03,forecast,,5343.535,,
12759,1010,d,extended,2015-09-03,forecast,,10012.687,,
12760,1011,a,extended,2015-09-03,forecast,,7934.201,,
12761,1012,d,extended,2015-09-03,forecast,,6185.6045,,
12762,1013,a,basic,2015-09-03,forecast,,4250.63,,
12763,1014,a,extended,2015-09-03,forecast,,12772.959,,
12764,1015,d,extended,2015-09-03,forecast,,6694.467,,
12765,1016,c,extended,2015-09-03,forecast,,5855.5996,,
12766,1019,d,extended,2015-09-03,forecast,,9863.523,,
12767,1020,a,basic,2015-09-03,forecast,,8438.167,,
12768,1022,a,extended,2015-09-03,forecast,,7126.0903,,
12769,1024,c,extended,2015-09-03,forecast,,6277.255,,
12770,1025,a,basic,2015-09-03,forecast,,7477.9487,,
12771,1026,c,basic,2015-09-03,forecast,,10366.65,,
12772,1027,a,extended,2015-09-03,forecast,,13778.131,,
12773,1028,a,basic,2015-09-03,forecast,,4958.5835,,
12774,1031,d,basic,2015-09-03,forecast,,5333.646,,
12775,1036,d,extended,2015-09-03,forecast,,5567.483,,
12776,1037,a,extended,2015-09-03,forecast,,6920.5156,,
12777,1038,d,basic,2015-09-03,forecast,,6378.769,,
12778,1039,a,extended,2015-09-03,forecast,,9311.381,,
12779,1040,a,basic,2015-09-03,forecast,,9979.508,,
12780,1041,c,basic,2015-09-03,forecast,,6240.391,,
12781,1042,a,basic,2015-09-03,forecast,,4394.016,,
12782,1044,c,basic,2015-09-03,forecast,,7236.0957,,
12783,1045,a,extended,2015-09-03,forecast,,8652.628,,
12784,1047,a,basic,2015-09-03,forecast,,5295.762,,
12785,1048,d,extended,2015-09-03,forecast,,8068.646,,
12786,1049,a,basic,2015-09-03,forecast,,4328.767,,
12787,1050,d,extended,2015-09-03,forecast,,8113.32,,
12788,1051,c,basic,2015-09-03,forecast,,9847.224,,
12789,1052,a,extended,2015-09-03,forecast,,7499.1763,,
12790,1053,a,basic,2015-09-03,forecast,,9070.208,,
12791,1054,a,extended,2015-09-03,forecast,,6338.098,,
12792,1056,d,extended,2015-09-03,forecast,,4052.515,,
12793,1057,d,extended,2015-09-03,forecast,,6829.9487,,
12794,1058,a,extended,2015-09-03,forecast,,7782.5093,,
12795,1059,c,basic,2015-09-03,forecast,,8919.655,,
12796,1060,a,extended,2015-09-03,forecast,,7453.0835,,
12797,1061,d,extended,2015-09-03,forecast,,7195.2837,,
12798,1062,d,basic,2015-09-03,forecast,,7094.751,,
12799,1063,a,extended,2015-09-03,forecast,,4235.816,,
12800,1064,a,extended,2015-09-03,forecast,,9415.789,,
12801,1065,a,basic,2015-09-03,forecast,,4734.348,,
12802,1066,a,basic,2015-09-03,forecast,,10497.337,,
12803,1067,d,extended,2015-09-03,forecast,,6399.904,,
12804,1068,d,extended,2015-09-03,forecast,,4430.6333,,
12805,1070,c,extended,2015-09-03,forecast,,7262.7725,,
12806,1071,a,basic,2015-09-03,forecast,,7219.4194,,
12807,1072,a,extended,2015-09-03,forecast,,7404.9214,,
12808,1073,a,extended,2015-09-03,forecast,,8433.452,,
12809,1076,a,extended,2015-09-03,forecast,,4134.8687,,
12810,1077,a,basic,2015-09-03,forecast,,5267.826,,
12811,1078,d,extended,2015-09-03,forecast,,7547.361,,
12812,1079,a,basic,2015-09-03,forecast,,9045.042,,
12813,1080,a,basic,2015-09-03,forecast,,10049.55,,
12814,1083,d,extended,2015-09-03,forecast,,5497.2363,,
12815,1084,a,basic,2015-09-03,forecast,,6432.7563,,
12816,1086,a,basic,2015-09-03,forecast,,7514.979,,
12817,1087,d,extended,2015-09-03,forecast,,6698.7397,,
12818,1088,a,basic,2015-09-03,forecast,,6094.856,,
12819,1089,d,basic,2015-09-03,forecast,,11119.012,,
12820,1091,a,extended,2015-09-03,forecast,,8251.917,,
12821,1092,a,basic,2015-09-03,forecast,,12010.451,,
12822,1094,d,basic,2015-09-03,forecast,,4773.0586,,
12823,1096,a,extended,2015-09-03,forecast,,6457.315,,
12824,1097,b,extra,2015-09-03,forecast,,11462.845,,
12825,1099,a,extended,2015-09-03,forecast,,8296.577,,
12826,1100,a,basic,2015-09-03,forecast,,5547.694,,
12827,1101,d,extended,2015-09-03,forecast,,10493.073,,
12828,1102,a,basic,2015-09-03,forecast,,7185.86,,
12829,1103,d,extended,2015-09-03,forecast,,5790.781,,
12830,1104,d,basic,2015-09-03,forecast,,5721.132,,
12831,1105,c,extended,2015-09-03,forecast,,5448.084,,
12832,1106,a,extended,2015-09-03,forecast,,5526.6626,,
12833,1107,a,basic,2015-09-03,forecast,,7069.6895,,
12834,1109,c,basic,2015-09-03,forecast,,5519.866,,
12835,1111,a,basic,2015-09-03,forecast,,5438.92,,
12836,1112,c,extended,2015-09-03,forecast,,10215.156,,
12837,1113,a,extended,2015-09-03,forecast,,6682.295,,
12838,1114,a,extended,2015-09-03,forecast,,19922.275,,
12839,1115,d,extended,2015-09-03,forecast,,6752.768,,
12840,1,c,basic,2015-09-02,forecast,,4928.3345,,
12841,3,a,basic,2015-09-02,forecast,,8752.53,,
12842,7,a,extended,2015-09-02,forecast,,8855.832,,
12843,8,a,basic,2015-09-02,forecast,,7026.9463,,
12844,9,a,extended,2015-09-02,forecast,,7929.337,,
12845,10,a,basic,2015-09-02,forecast,,5885.2485,,
12846,11,a,extended,2015-09-02,forecast,,8861.519,,
12847,12,a,extended,2015-09-02,forecast,,8405.105,,
12848,13,d,basic,2015-09-02,forecast,,5494.0854,,
12849,14,a,basic,2015-09-02,forecast,,6268.244,,
12850,15,d,extended,2015-09-02,forecast,,7360.994,,
12851,16,a,extended,2015-09-02,forecast,,8051.118,,
12852,19,a,extended,2015-09-02,forecast,,7175.8604,,
12853,20,d,basic,2015-09-02,forecast,,8439.358,,
12854,21,c,extended,2015-09-02,forecast,,5827.2393,,
12855,22,a,basic,2015-09-02,forecast,,4909.7534,,
12856,23,d,basic,2015-09-02,forecast,,5996.8125,,
12857,24,a,extended,2015-09-02,forecast,,10744.033,,
12858,25,c,basic,2015-09-02,forecast,,11788.311,,
12859,27,a,basic,2015-09-02,forecast,,11614.924,,
12860,29,d,extended,2015-09-02,forecast,,7154.606,,
12861,30,a,basic,2015-09-02,forecast,,5022.2886,,
12862,31,d,extended,2015-09-02,forecast,,6196.3457,,
12863,32,a,basic,2015-09-02,forecast,,4616.0947,,
12864,33,a,extended,2015-09-02,forecast,,8724.068,,
12865,35,d,extended,2015-09-02,forecast,,13066.847,,
12866,36,a,extended,2015-09-02,forecast,,9872.098,,
12867,38,d,basic,2015-09-02,forecast,,6563.844,,
12868,39,a,basic,2015-09-02,forecast,,6129.398,,
12869,40,a,basic,2015-09-02,forecast,,4427.929,,
12870,41,d,extended,2015-09-02,forecast,,5572.4717,,
12871,42,a,extended,2015-09-02,forecast,,11344.738,,
12872,43,d,basic,2015-09-02,forecast,,7126.3145,,
12873,45,d,basic,2015-09-02,forecast,,5436.1396,,
12874,46,c,basic,2015-09-02,forecast,,6031.898,,
12875,47,a,extended,2015-09-02,forecast,,8419.749,,
12876,48,a,basic,2015-09-02,forecast,,4236.749,,
12877,49,d,extended,2015-09-02,forecast,,7709.1987,,
12878,50,d,basic,2015-09-02,forecast,,4567.5815,,
12879,51,a,extended,2015-09-02,forecast,,7074.6,,
12880,52,d,extended,2015-09-02,forecast,,8068.307,,
12881,53,a,extended,2015-09-02,forecast,,6576.6724,,
12882,56,d,extended,2015-09-02,forecast,,8277.552,,
12883,58,a,extended,2015-09-02,forecast,,7483.1284,,
12884,61,a,extended,2015-09-02,forecast,,5973.976,,
12885,62,a,basic,2015-09-02,forecast,,6736.1772,,
12886,63,c,extended,2015-09-02,forecast,,7928.112,,
12887,64,d,extended,2015-09-02,forecast,,11337.264,,
12888,66,d,basic,2015-09-02,forecast,,6075.9683,,
12889,67,a,extended,2015-09-02,forecast,,9514.088,,
12890,68,a,extended,2015-09-02,forecast,,8064.299,,
12891,69,c,extended,2015-09-02,forecast,,9749.667,,
12892,70,c,extended,2015-09-02,forecast,,6514.3467,,
12893,71,a,basic,2015-09-02,forecast,,10357.222,,
12894,72,a,basic,2015-09-02,forecast,,5699.6226,,
12895,73,a,extended,2015-09-02,forecast,,5168.767,,
12896,74,a,basic,2015-09-02,forecast,,6491.168,,
12897,75,d,extended,2015-09-02,forecast,,6417.631,,
12898,76,d,extended,2015-09-02,forecast,,9560.717,,
12899,77,d,extended,2015-09-02,forecast,,8839.048,,
12900,79,a,basic,2015-09-02,forecast,,5568.0938,,
12901,80,d,basic,2015-09-02,forecast,,7267.491,,
12902,81,a,basic,2015-09-02,forecast,,7091.1924,,
12903,82,a,basic,2015-09-02,forecast,,10956.671,,
12904,83,a,basic,2015-09-02,forecast,,3939.0579,,
12905,84,a,extended,2015-09-02,forecast,,15382.332,,
12906,86,a,basic,2015-09-02,forecast,,5416.3887,,
12907,89,a,basic,2015-09-02,forecast,,6450.599,,
12908,90,a,basic,2015-09-02,forecast,,9404.176,,
12909,91,c,basic,2015-09-02,forecast,,5510.182,,
12910,92,c,basic,2015-09-02,forecast,,7082.371,,
12911,93,a,basic,2015-09-02,forecast,,6491.1367,,
12912,94,d,extended,2015-09-02,forecast,,7298.6953,,
12913,98,d,extended,2015-09-02,forecast,,6424.9014,,
12914,99,c,extended,2015-09-02,forecast,,6186.619,,
12915,100,d,basic,2015-09-02,forecast,,7720.825,,
12916,101,d,extended,2015-09-02,forecast,,7929.6772,,
12917,102,a,basic,2015-09-02,forecast,,8451.006,,
12918,105,a,extended,2015-09-02,forecast,,4999.227,,
12919,107,a,basic,2015-09-02,forecast,,7549.096,,
12920,108,d,extended,2015-09-02,forecast,,12811.232,,
12921,109,a,extended,2015-09-02,forecast,,6814.8647,,
12922,110,a,extended,2015-09-02,forecast,,4406.655,,
12923,111,d,extended,2015-09-02,forecast,,7014.1094,,
12924,112,a,basic,2015-09-02,forecast,,6331.6147,,
12925,113,d,extended,2015-09-02,forecast,,5862.77,,
12926,115,d,extended,2015-09-02,forecast,,7752.0312,,
12927,117,a,basic,2015-09-02,forecast,,4230.07,,
12928,118,d,extended,2015-09-02,forecast,,8167.3276,,
12929,119,a,extended,2015-09-02,forecast,,6662.5146,,
12930,120,d,basic,2015-09-02,forecast,,7807.051,,
12931,122,a,extended,2015-09-02,forecast,,6738.3105,,
12932,124,a,basic,2015-09-02,forecast,,5233.8135,,
12933,126,d,basic,2015-09-02,forecast,,6319.5356,,
12934,127,d,basic,2015-09-02,forecast,,6351.933,,
12935,128,d,extended,2015-09-02,forecast,,8385.632,,
12936,129,a,basic,2015-09-02,forecast,,9333.841,,
12937,130,c,basic,2015-09-02,forecast,,5450.1787,,
12938,131,c,basic,2015-09-02,forecast,,5222.2793,,
12939,132,d,extended,2015-09-02,forecast,,7123.963,,
12940,135,d,basic,2015-09-02,forecast,,6042.2744,,
12941,136,a,extended,2015-09-02,forecast,,6223.533,,
12942,137,a,basic,2015-09-02,forecast,,8230.065,,
12943,139,a,basic,2015-09-02,forecast,,7318.7305,,
12944,140,a,extended,2015-09-02,forecast,,9273.651,,
12945,141,c,extended,2015-09-02,forecast,,6094.484,,
12946,142,a,basic,2015-09-02,forecast,,5232.421,,
12947,143,d,basic,2015-09-02,forecast,,7199.65,,
12948,144,a,extended,2015-09-02,forecast,,8093.04,,
12949,145,a,basic,2015-09-02,forecast,,8587.25,,
12950,146,d,extended,2015-09-02,forecast,,9347.463,,
12951,147,d,extended,2015-09-02,forecast,,8361.6875,,
12952,149,d,basic,2015-09-02,forecast,,6227.452,,
12953,150,c,extended,2015-09-02,forecast,,9148.6455,,
12954,152,a,basic,2015-09-02,forecast,,6026.021,,
12955,153,a,basic,2015-09-02,forecast,,9074.682,,
12956,154,d,extended,2015-09-02,forecast,,8844.209,,
12957,155,d,basic,2015-09-02,forecast,,6778.6455,,
12958,157,a,extended,2015-09-02,forecast,,10950.894,,
12959,158,d,extended,2015-09-02,forecast,,8578.311,,
12960,159,d,basic,2015-09-02,forecast,,8266.128,,
12961,160,d,extended,2015-09-02,forecast,,6223.0107,,
12962,161,a,extended,2015-09-02,forecast,,7871.5854,,
12963,162,d,extended,2015-09-02,forecast,,8454.868,,
12964,164,a,basic,2015-09-02,forecast,,7998.528,,
12965,165,a,basic,2015-09-02,forecast,,4250.0703,,
12966,166,a,extended,2015-09-02,forecast,,5961.1235,,
12967,168,a,basic,2015-09-02,forecast,,8019.244,,
12968,169,d,basic,2015-09-02,forecast,,7345.823,,
12969,170,a,basic,2015-09-02,forecast,,5188.3374,,
12970,171,a,basic,2015-09-02,forecast,,8820.933,,
12971,172,a,basic,2015-09-02,forecast,,7444.9766,,
12972,174,a,basic,2015-09-02,forecast,,5906.878,,
12973,175,c,basic,2015-09-02,forecast,,5796.3843,,
12974,176,a,basic,2015-09-02,forecast,,5481.5073,,
12975,179,a,extended,2015-09-02,forecast,,7317.635,,
12976,180,d,basic,2015-09-02,forecast,,7663.7666,,
12977,181,a,basic,2015-09-02,forecast,,7126.5454,,
12978,182,d,extended,2015-09-02,forecast,,5637.1055,,
12979,183,a,basic,2015-09-02,forecast,,5018.199,,
12980,184,d,extended,2015-09-02,forecast,,6551.022,,
12981,186,a,basic,2015-09-02,forecast,,4051.4868,,
12982,187,a,extended,2015-09-02,forecast,,6156.8794,,
12983,188,d,basic,2015-09-02,forecast,,5340.203,,
12984,189,d,basic,2015-09-02,forecast,,9283.067,,
12985,190,a,basic,2015-09-02,forecast,,8098.2363,,
12986,191,a,basic,2015-09-02,forecast,,6979.1206,,
12987,192,d,extended,2015-09-02,forecast,,10966.247,,
12988,193,a,basic,2015-09-02,forecast,,5827.6284,,
12989,194,d,extended,2015-09-02,forecast,,5291.9097,,
12990,195,a,extended,2015-09-02,forecast,,10942.854,,
12991,197,c,basic,2015-09-02,forecast,,7249.111,,
12992,199,d,extended,2015-09-02,forecast,,9329.142,,
12993,200,a,basic,2015-09-02,forecast,,8604.664,,
12994,201,d,basic,2015-09-02,forecast,,5336.4653,,
12995,202,d,extended,2015-09-02,forecast,,6554.647,,
12996,204,a,basic,2015-09-02,forecast,,5945.434,,
12997,206,a,extended,2015-09-02,forecast,,8516.077,,
12998,207,a,basic,2015-09-02,forecast,,12037.492,,
12999,209,a,extended,2015-09-02,forecast,,6172.2554,,
13000,210,d,basic,2015-09-02,forecast,,4081.7053,,
13001,212,a,extended,2015-09-02,forecast,,5376.507,,
13002,213,d,extended,2015-09-02,forecast,,8663.81,,
13003,214,d,basic,2015-09-02,forecast,,9630.556,,
13004,215,d,basic,2015-09-02,forecast,,6819.4165,,
13005,216,c,basic,2015-09-02,forecast,,7400.2896,,
13006,217,c,basic,2015-09-02,forecast,,4625.2495,,
13007,218,a,extended,2015-09-02,forecast,,5711.1323,,
13008,219,a,basic,2015-09-02,forecast,,3522.0884,,
13009,220,a,basic,2015-09-02,forecast,,5629.1104,,
13010,221,d,extended,2015-09-02,forecast,,6341.4243,,
13011,224,d,extended,2015-09-02,forecast,,7066.561,,
13012,226,a,basic,2015-09-02,forecast,,7533.9546,,
13013,227,a,basic,2015-09-02,forecast,,6277.476,,
13014,228,d,extended,2015-09-02,forecast,,8261.95,,
13015,229,d,extended,2015-09-02,forecast,,9781.083,,
13016,230,d,extended,2015-09-02,forecast,,8182.3213,,
13017,231,d,extended,2015-09-02,forecast,,5234.078,,
13018,233,a,basic,2015-09-02,forecast,,9508.291,,
13019,234,d,basic,2015-09-02,forecast,,11659.108,,
13020,235,a,basic,2015-09-02,forecast,,6283.4067,,
13021,238,a,basic,2015-09-02,forecast,,8289.055,,
13022,239,d,extended,2015-09-02,forecast,,5095.8057,,
13023,241,d,extended,2015-09-02,forecast,,6406.1333,,
13024,242,d,basic,2015-09-02,forecast,,4572.7256,,
13025,243,a,basic,2015-09-02,forecast,,7832.0063,,
13026,244,d,basic,2015-09-02,forecast,,6586.5596,,
13027,245,a,extended,2015-09-02,forecast,,8883.241,,
13028,246,c,basic,2015-09-02,forecast,,7656.935,,
13029,247,d,extended,2015-09-02,forecast,,9903.652,,
13030,248,a,extended,2015-09-02,forecast,,8732.201,,
13031,249,d,extended,2015-09-02,forecast,,5575.795,,
13032,250,d,basic,2015-09-02,forecast,,9164.436,,
13033,251,a,extended,2015-09-02,forecast,,18530.418,,
13034,252,d,extended,2015-09-02,forecast,,11583.152,,
13035,253,a,extended,2015-09-02,forecast,,6203.9272,,
13036,254,d,basic,2015-09-02,forecast,,4001.9941,,
13037,255,c,extended,2015-09-02,forecast,,7347.9185,,
13038,256,a,extended,2015-09-02,forecast,,10325.738,,
13039,258,a,basic,2015-09-02,forecast,,5851.596,,
13040,259,b,extra,2015-09-02,forecast,,11128.539,,
13041,262,b,basic,2015-09-02,forecast,,18612.016,,
13042,263,a,extended,2015-09-02,forecast,,4114.7075,,
13043,265,a,basic,2015-09-02,forecast,,5389.883,,
13044,267,c,basic,2015-09-02,forecast,,8626.926,,
13045,268,a,basic,2015-09-02,forecast,,5511.3857,,
13046,269,a,extended,2015-09-02,forecast,,8974.2,,
13047,272,a,basic,2015-09-02,forecast,,7288.6777,,
13048,273,a,extended,2015-09-02,forecast,,7204.3003,,
13049,274,b,extra,2015-09-02,forecast,,3917.1787,,
13050,275,d,basic,2015-09-02,forecast,,7536.8584,,
13051,277,d,extended,2015-09-02,forecast,,6527.2524,,
13052,278,a,extended,2015-09-02,forecast,,8155.34,,
13053,279,d,extended,2015-09-02,forecast,,9978.08,,
13054,280,d,extended,2015-09-02,forecast,,7067.289,,
13055,281,d,extended,2015-09-02,forecast,,6130.702,,
13056,283,a,basic,2015-09-02,forecast,,7170.6196,,
13057,284,d,basic,2015-09-02,forecast,,5302.6416,,
13058,285,a,basic,2015-09-02,forecast,,4833.403,,
13059,287,c,basic,2015-09-02,forecast,,8301.69,,
13060,288,d,basic,2015-09-02,forecast,,5834.9927,,
13061,289,d,basic,2015-09-02,forecast,,6797.1943,,
13062,290,a,basic,2015-09-02,forecast,,8512.261,,
13063,294,a,basic,2015-09-02,forecast,,6679.733,,
13064,295,a,basic,2015-09-02,forecast,,6846.777,,
13065,296,a,basic,2015-09-02,forecast,,7637.4824,,
13066,297,a,basic,2015-09-02,forecast,,7744.707,,
13067,298,d,basic,2015-09-02,forecast,,9012.13,,
13068,299,d,extended,2015-09-02,forecast,,6494.091,,
13069,300,a,extended,2015-09-02,forecast,,8403.855,,
13070,301,a,extended,2015-09-02,forecast,,5836.4453,,
13071,302,d,extended,2015-09-02,forecast,,4065.23,,
13072,303,a,basic,2015-09-02,forecast,,7285.828,,
13073,304,a,basic,2015-09-02,forecast,,7159.1997,,
13074,305,c,extended,2015-09-02,forecast,,6532.889,,
13075,306,a,basic,2015-09-02,forecast,,5042.57,,
13076,308,a,basic,2015-09-02,forecast,,10734.2,,
13077,309,d,basic,2015-09-02,forecast,,7628.113,,
13078,310,a,extended,2015-09-02,forecast,,9526.719,,
13079,311,a,extended,2015-09-02,forecast,,7834.307,,
13080,312,d,basic,2015-09-02,forecast,,5940.168,,
13081,314,a,basic,2015-09-02,forecast,,5887.0845,,
13082,315,a,extended,2015-09-02,forecast,,4280.532,,
13083,316,d,basic,2015-09-02,forecast,,10822.423,,
13084,317,d,basic,2015-09-02,forecast,,5797.8438,,
